,CHICK,CHILI,CHILL,CHOCK,CHUCK,CHUMP,CHUNK,CINCH,CIVIC,CIVIL,CLICK,CLIFF,CLING,CLINK,CLOCK,CLOTH,CLOUT,CLOWN,CLUCK,CLUMP,CLUNG,COLON,COMFY,COMIC,CONCH,CONIC,COUCH,COUGH,COUNT,COYLY,CUMIN,CYNIC,FICUS,FIFTH,FIFTY,FIGHT,FILLY,FILMY,FILTH,FINCH,FISHY,FIZZY,FLICK,FLING,FLINT,FLOCK,FLOSS,FLOUT,FLOWN,FLUFF,FLUNG,FLUNK,FLUSH,FOCUS,FOGGY,FOIST,FOLIO,FOLLY,FULLY,FUNGI,FUNKY,FUNNY,FUSSY,FUZZY,GHOST,GHOUL,GIPSY,GLINT,GLOOM,GLOSS,GLYPH,GOING,GOLLY,GOOFY,GUILT,GULCH,GULLY,GUMMY,GUPPY,GUSTO,GUSTY,GYPSY,HILLY,HIPPO,HIPPY,HITCH,HOIST,HOLLY,HOTLY,HUMPH,HUMUS,HUNCH,HUNKY,HUSKY,HUSSY,HUTCH,ICILY,ICING,IGLOO,IMPLY,INGOT,INPUT,IONIC,ITCHY,JIFFY,JOINT,JOIST,JOLLY,JOUST,JUICY,JUMPY,JUNTO,KINKY,KIOSK,KITTY,KNOCK,KNOLL,KNOWN,LIGHT,LIMIT,LINGO,LOCUS,LOFTY,LOGIC,LOGIN,LOOPY,LOUSY,LOWLY,LUCKY,LUMPY,LUNCH,LUPUS,LUSTY,LYING,LYMPH,LYNCH,MIGHT,MILKY,MIMIC,MINIM,MINTY,MINUS,MISSY,MOGUL,MOIST,MONTH,MOSSY,MOTIF,MOTTO,MOULT,MOUNT,MOUTH,MUCKY,MUCUS,MULCH,MUMMY,MUNCH,MUSHY,MUSIC,MUSKY,MUSTY,NIGHT,NINNY,NINTH,NOISY,NOTCH,NUTTY,NYLON,NYMPH,ONION,OPIUM,OPTIC,OUGHT,OUTGO,OWING,PHONY,PHOTO,PICKY,PIGGY,PILOT,PINCH,PINKY,PINTO,PITCH,PITHY,PIVOT,PLUCK,PLUMP,PLUNK,PLUSH,POINT,POLYP,POOCH,POPPY,POSIT,POUCH,POUTY,PUFFY,PULPY,PUNCH,PUPIL,PUPPY,PUSHY,PUTTY,PYGMY,QUICK,QUILL,QUILT,QUOTH,SCION,SCOFF,SCOOP,SCOUT,SCOWL,SHIFT,SHINY,SHOCK,SHOOK,SHOOT,SHOUT,SHOWN,SHOWY,SHUCK,SHUNT,SHUSH,SHYLY,SIGHT,SILKY,SILLY,SISSY,SIXTH,SIXTY,SKIFF,SKILL,SKIMP,SKULK,SKULL,SKUNK,SLICK,SLIMY,SLING,SLINK,SLOOP,SLOSH,SLOTH,SLUMP,SLUNG,SLUNK,SLUSH,SLYLY,SMITH,SMOCK,SMOKY,SNIFF,SNOOP,SNOUT,SNOWY,SNUCK,SNUFF,SOGGY,SONIC,SOOTH,SOOTY,SOUTH,SPICY,SPIKY,SPILL,SPILT,SPINY,SPLIT,SPOIL,SPOOF,SPOOK,SPOOL,SPOON,SPOUT,SPUNK,STICK,STIFF,STILL,STILT,STING,STINK,STINT,STOCK,STOIC,STOMP,STONY,STOOL,STOOP,STOUT,STUCK,STUFF,STUMP,STUNG,STUNK,STUNT,SUING,SULKY,SULLY,SUNNY,SUSHI,SWIFT,SWILL,SWING,SWISH,SWOON,SWOOP,SWUNG,THICK,THIGH,THING,THINK,THONG,THUMP,TIGHT,TIPSY,TONIC,TOOTH,TOPIC,TOUCH,TOUGH,TOXIC,TOXIN,TULIP,TUNIC,TWIST,TWIXT,TYING,UNCUT,UNFIT,UNIFY,UNION,UNITY,UNLIT,UNTIL,UNZIP,USING,VIGIL,VINYL,VISIT,VOMIT,VOUCH,VYING,WHICH,WHIFF,WHINY,WHISK,WHOOP,WIGHT,WILLY,WIMPY,WINCH,WISPY,WITCH,WITTY,WOOLY,WOOZY,YOUNG,YOUTH
THING,6,8,8,10,15,15,5,4,62,44,35,33,9,15,88,12,18,39,96,68,8,42,58,78,6,24,19,8,5,52,32,23,20,5,36,2,51,43,5,4,8,77,28,10,5,68,66,21,43,129,9,18,18,37,15,6,64,69,89,15,26,17,73,128,2,2,11,3,18,13,9,12,16,20,4,8,14,22,23,9,10,27,12,17,14,3,4,36,17,28,38,8,5,30,34,14,32,12,17,60,3,9,23,10,76,5,6,83,17,37,107,9,29,37,36,34,37,44,2,11,8,31,30,10,9,72,26,71,59,70,8,63,26,8,27,6,2,44,57,35,15,20,50,9,6,4,65,29,43,22,5,12,77,75,26,135,8,29,47,64,27,1,20,2,8,3,13,35,6,22,45,34,2,11,11,4,6,47,14,13,4,26,11,4,7,15,70,95,15,14,5,72,24,113,16,17,28,101,81,7,66,122,24,42,31,40,42,10,13,11,62,59,12,45,4,2,5,9,5,4,3,11,8,3,13,15,2,30,34,55,4,22,26,19,29,74,74,17,16,16,6,9,59,19,11,53,7,12,20,89,3,58,52,14,38,5,26,28,43,9,13,12,28,11,16,21,21,6,11,15,38,75,81,59,43,15,15,11,12,9,6,2,6,3,31,25,31,4,30,34,16,36,41,32,3,7,4,9,51,57,13,22,6,18,8,6,48,90,9,2,1,1,1,1,5,2,9,3,4,7,3,2,7,3,8,3,5,5,1,12,8,17,20,9,8,12,34,9,11,23,7,25,19,11,4,8,2,4,15,2,52,62,3,43,4,37,71,122,7,11
THINK,2,8,8,2,3,15,1,4,62,44,3,33,8,2,6,12,18,39,6,68,11,42,58,78,6,24,19,11,5,52,32,23,20,5,36,3,51,43,5,4,8,77,3,8,5,6,66,21,43,129,11,2,18,37,90,6,64,69,89,14,7,17,73,128,3,9,33,2,92,65,19,9,67,90,6,18,86,109,94,10,20,83,12,17,14,3,4,36,17,28,38,8,1,4,34,14,32,10,70,60,5,9,23,10,76,5,6,83,17,37,107,9,4,7,4,8,9,14,3,11,13,31,30,45,20,72,26,71,9,70,8,63,26,5,27,6,2,8,57,35,15,20,50,52,6,4,65,29,43,22,5,12,11,75,26,135,8,29,47,12,27,1,20,2,8,3,13,35,6,22,45,34,10,27,8,4,6,6,60,13,4,4,11,4,7,15,5,95,2,14,5,72,24,113,16,17,28,101,81,7,66,122,24,42,133,4,42,10,13,11,62,59,12,45,4,2,1,5,5,4,3,11,1,3,13,15,2,4,34,55,4,22,6,4,7,4,10,2,1,16,4,1,59,19,11,53,6,1,20,89,3,3,13,14,38,5,26,1,43,59,13,12,28,11,16,7,21,6,11,15,38,75,11,59,43,15,2,1,12,9,6,4,1,3,1,25,31,4,30,34,16,1,41,32,4,1,4,6,6,57,13,22,6,18,5,6,48,90,7,1,2,1,1,1,5,2,9,3,4,7,3,2,7,3,8,3,5,5,1,12,8,17,20,9,8,12,34,6,42,23,7,25,19,8,4,8,2,3,15,3,52,62,3,43,4,37,71,122,6,11
THONG,14,13,13,10,15,15,5,4,138,87,76,77,4,11,27,4,8,5,96,68,8,8,43,40,3,13,10,2,2,34,6,23,25,8,31,2,73,60,7,4,31,108,67,4,4,25,11,10,6,129,9,18,18,17,8,6,32,43,89,1,26,17,73,128,1,1,8,2,1,1,9,1,5,1,1,8,14,22,23,2,10,27,35,28,37,8,4,12,7,28,38,8,5,30,34,14,48,6,9,51,1,4,13,15,106,2,5,44,5,30,107,6,21,18,27,7,6,3,2,26,2,11,17,4,1,17,13,39,59,70,8,63,26,3,27,6,2,50,112,37,9,10,46,3,6,1,30,20,19,8,2,3,77,75,26,135,8,29,24,64,27,1,17,2,7,1,13,17,6,10,47,25,1,3,2,1,3,46,12,18,3,19,6,6,15,22,70,95,15,14,2,29,6,47,5,6,7,101,81,7,30,122,24,42,31,55,46,12,3,7,13,7,3,6,3,2,5,3,1,2,2,4,8,3,13,15,2,30,35,60,4,14,75,51,50,74,74,17,35,27,2,6,5,5,1,53,7,12,20,89,3,13,12,23,3,1,1,28,43,5,6,1,3,1,22,38,41,14,7,14,8,11,8,5,3,3,15,21,26,22,18,1,3,1,5,5,6,1,2,5,4,36,41,32,3,7,4,1,51,57,13,17,20,56,4,13,4,11,9,2,1,1,1,1,5,2,4,1,1,1,1,1,1,1,2,1,4,4,1,12,4,9,6,2,4,3,12,1,14,22,21,12,10,6,11,18,3,6,6,2,72,74,3,45,8,30,17,29,2,3
THUMP,14,13,13,10,3,1,2,18,138,87,76,77,46,54,88,12,10,52,17,2,9,62,9,8,21,44,2,2,3,52,7,51,26,8,31,15,73,4,7,18,31,108,67,59,24,68,66,12,59,30,16,15,4,24,90,4,44,69,39,33,28,35,30,58,3,7,12,21,23,65,4,49,67,90,10,3,39,6,14,6,12,22,35,5,8,8,1,36,17,2,3,3,16,10,12,3,48,82,44,5,8,4,44,15,106,9,4,83,1,37,7,4,67,35,27,94,69,103,12,7,26,19,30,31,26,10,4,71,25,4,2,5,8,44,2,20,1,6,8,17,3,8,6,6,1,1,7,2,3,2,2,1,5,2,1,6,1,2,2,5,1,13,82,6,12,8,14,45,2,57,9,2,1,12,49,2,1,15,20,2,2,16,2,1,1,2,2,3,3,2,2,5,2,12,1,1,2,10,8,1,5,9,2,4,7,34,39,12,2,19,62,4,6,45,3,7,5,9,5,1,8,11,1,1,4,15,12,30,35,60,4,14,75,51,4,14,14,15,35,2,29,35,3,19,11,2,10,11,4,89,1,16,12,61,5,4,39,8,17,59,19,12,28,1,6,10,18,4,10,4,11,31,28,21,25,3,6,21,26,22,18,17,20,16,31,3,1,19,30,2,8,7,9,1,6,7,6,18,17,19,21,13,20,56,52,13,72,6,16,2,1,1,1,2,1,2,1,1,4,1,1,1,1,1,1,2,4,4,3,16,17,45,51,17,17,20,6,33,100,49,21,3,2,70,11,18,13,6,2,15,72,7,16,10,8,30,71,122,19,2
TIGHT,17,13,14,29,29,20,25,11,44,33,42,37,7,29,88,12,0,52,96,68,14,62,58,78,21,57,19,8,0,52,52,41,28,7,13,0,22,18,6,9,5,28,33,6,0,68,66,0,59,129,11,62,18,37,7,0,64,69,89,9,66,82,73,128,0,6,8,0,18,13,9,8,16,20,0,8,14,22,23,9,10,27,15,16,15,7,0,36,17,28,38,18,29,30,34,14,24,9,17,60,0,0,56,7,28,0,0,83,0,31,107,26,22,37,11,94,69,103,0,0,6,31,30,7,6,72,26,71,59,70,19,63,26,5,27,20,0,21,39,36,11,27,23,6,0,9,65,29,43,0,0,12,77,75,26,135,23,5,47,64,27,0,23,7,17,8,37,45,24,50,37,34,0,11,8,20,11,17,8,0,8,18,10,7,7,0,70,95,54,14,0,72,24,113,0,17,28,101,81,19,66,122,6,42,11,54,61,0,13,26,62,59,0,45,0,11,16,32,0,0,18,21,20,0,13,34,0,20,20,27,7,12,57,49,43,74,74,75,29,30,5,27,59,19,11,53,9,42,20,89,7,58,52,36,55,0,39,54,66,7,28,12,28,11,24,40,38,0,21,0,38,75,81,59,55,0,55,26,29,28,0,5,22,0,31,25,31,19,30,34,0,36,41,32,6,29,0,9,51,57,48,8,0,48,8,10,72,90,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,30,45,21,0,25,60,9,7,14,0,0,19,8,12,17,12,18,32,0,23,19,10,18,6,10,71,122,8,11
TIPSY,47,31,32,98,105,23,71,25,44,33,42,37,24,29,88,17,18,52,96,21,57,62,40,78,73,57,61,48,13,47,52,26,12,5,2,6,17,14,3,20,5,22,33,31,14,68,5,21,59,129,67,62,11,36,53,1,64,44,36,66,37,43,4,53,1,34,1,17,92,3,9,41,47,53,22,59,36,47,2,12,2,1,18,2,2,9,1,43,7,30,60,81,39,14,4,38,20,39,70,3,18,2,56,7,22,14,1,51,1,27,11,26,20,4,1,94,69,103,7,13,24,28,3,45,42,14,5,50,34,11,45,3,2,16,11,35,6,14,39,36,2,12,2,52,1,16,3,29,43,22,18,17,44,67,60,54,64,15,35,16,2,5,24,5,4,21,2,38,10,50,10,2,10,27,36,11,6,5,4,1,4,5,1,1,1,1,16,14,16,3,2,12,22,4,1,12,1,11,6,20,2,4,6,1,7,54,61,22,18,6,21,7,1,17,1,4,14,17,4,1,14,9,15,1,9,10,1,5,5,2,2,1,8,10,4,16,16,17,8,4,9,9,5,4,3,5,14,15,9,15,3,16,10,8,7,1,14,17,16,12,7,3,1,3,3,3,4,1,3,1,3,7,7,5,7,1,5,3,3,3,1,3,3,1,6,2,1,4,5,1,1,9,8,2,8,9,1,7,8,8,7,8,1,10,8,3,22,6,12,3,7,4,4,4,2,1,1,5,4,1,4,3,7,5,1,5,1,5,1,25,15,20,45,3,17,25,17,15,34,17,3,25,57,24,49,58,17,4,27,6,18,6,21,2,9,1,50,67,31,2
TONIC,12,12,12,10,15,17,4,4,9,8,12,17,7,7,8,4,5,4,13,20,9,4,12,6,3,3,6,5,2,11,3,4,19,32,36,13,51,43,22,6,38,77,16,20,6,11,40,9,17,129,29,27,40,12,34,4,10,34,89,16,13,12,73,128,11,26,33,6,31,34,62,5,34,29,22,17,86,109,94,13,20,83,48,23,64,5,5,22,14,103,74,5,7,42,50,4,21,10,21,60,3,9,3,5,76,2,5,34,11,13,107,1,6,22,36,7,19,17,12,7,4,10,17,7,4,29,18,37,26,70,5,63,26,18,62,5,14,44,10,5,2,4,50,22,4,1,24,5,14,8,3,9,34,41,15,135,5,42,9,64,27,6,6,2,5,2,13,17,57,6,14,3,15,28,6,13,14,18,60,5,6,6,1,4,27,5,15,95,24,36,2,32,12,39,4,10,11,101,81,5,15,122,44,42,133,15,61,22,16,3,18,15,5,16,12,17,12,39,12,9,13,33,20,4,89,40,10,30,34,55,19,22,57,49,43,74,74,28,13,30,20,21,30,30,14,53,22,20,47,89,14,11,36,21,16,5,17,8,43,27,3,11,14,8,11,40,38,14,19,5,8,38,44,30,14,9,25,5,29,28,18,10,12,7,5,4,15,7,23,21,12,5,41,32,7,9,7,16,51,57,12,63,16,48,22,51,15,42,25,4,7,3,3,2,6,6,9,1,4,2,3,4,2,1,3,1,6,5,3,2,2,14,6,3,2,2,8,16,17,6,9,4,11,20,19,58,19,46,41,15,52,62,6,43,5,37,33,38,9,12
TOOTH,24,17,17,0,29,20,25,16,138,87,76,77,46,54,0,0,0,0,96,68,57,0,0,0,0,0,0,0,0,0,39,51,25,0,0,15,73,60,0,15,31,108,67,59,24,0,0,0,0,129,67,62,15,0,0,0,0,0,89,42,66,82,73,128,0,0,37,21,0,0,26,0,0,3,11,9,86,109,94,0,0,83,35,28,37,9,0,0,0,17,38,11,29,30,34,9,48,82,43,51,17,10,0,15,106,0,0,0,0,30,107,0,67,0,0,0,0,0,12,26,39,0,0,0,0,2,0,0,59,70,7,63,0,44,25,13,12,50,112,107,0,24,46,0,0,0,0,0,0,0,0,0,77,75,7,135,10,29,24,64,0,13,82,0,0,0,0,45,25,66,47,25,8,28,59,0,0,46,76,18,12,46,0,9,15,22,70,95,54,13,0,0,2,0,0,0,0,101,81,10,30,122,24,0,133,55,46,12,0,28,0,0,0,0,11,16,0,0,0,0,0,0,20,10,19,34,12,30,35,60,0,0,75,51,50,74,74,75,35,27,29,35,0,0,0,53,38,42,17,89,0,0,0,61,0,0,0,54,66,0,0,0,0,0,22,38,41,14,27,14,0,0,0,0,0,0,55,21,26,22,18,17,20,16,0,0,0,0,0,0,0,36,41,32,25,29,21,23,51,57,48,17,20,56,52,27,0,0,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,12,28,41,0,8,9,40,23,100,49,21,0,0,70,16,42,24,30,0,15,72,74,16,45,9,0,3,3,0,0
TOPIC,12,12,12,10,15,4,11,7,9,8,12,17,12,11,8,4,5,7,13,7,20,6,12,6,5,3,6,5,2,11,5,7,19,32,36,13,51,43,22,8,38,77,16,31,14,11,40,9,30,129,67,62,40,12,34,4,10,34,89,66,66,82,73,128,11,26,3,17,31,34,21,7,34,29,22,17,86,109,1,13,20,4,48,1,2,5,5,22,14,30,74,17,48,42,50,4,21,14,21,2,5,2,4,5,76,3,5,34,11,13,25,19,43,22,36,10,35,51,12,7,13,10,17,7,6,4,18,37,26,18,11,4,26,22,17,14,14,44,10,11,23,19,50,22,4,6,24,5,14,8,7,9,34,41,15,135,14,42,9,64,27,9,54,22,7,2,37,45,21,12,6,1,15,28,13,3,2,2,11,2,2,8,2,1,5,2,3,14,16,3,1,1,1,1,1,1,1,18,12,3,1,1,2,5,23,15,61,22,16,5,18,3,5,16,12,18,12,39,12,9,26,33,20,9,89,40,10,30,34,55,19,22,57,49,13,74,74,75,13,30,24,27,9,30,14,17,38,42,47,89,14,11,36,36,7,7,25,16,66,27,4,11,14,8,1,11,14,4,7,1,1,8,8,7,6,2,19,5,29,28,18,18,22,14,5,4,7,14,23,5,12,5,41,9,25,29,21,35,51,57,48,63,16,48,33,51,35,9,58,4,7,4,4,2,2,6,1,2,4,1,3,4,2,1,1,2,6,5,3,11,4,30,13,21,5,6,5,35,17,31,9,4,11,26,19,58,26,46,8,15,52,12,9,8,5,37,33,38,15,12
TOUCH,13,9,9,4,3,2,3,7,31,22,9,21,16,10,4,2,1,7,3,5,5,6,12,7,4,6,3,3,1,11,9,21,20,4,31,15,73,60,4,8,31,108,11,59,24,6,40,9,30,30,16,15,8,6,34,10,20,34,39,33,28,35,30,58,6,7,37,21,31,34,26,32,34,29,10,4,39,48,44,6,12,83,35,28,37,1,7,14,7,9,9,4,16,10,12,1,27,29,43,51,17,14,10,4,106,12,11,34,5,10,48,9,67,35,27,4,35,51,12,26,39,6,17,10,19,29,9,37,8,32,4,16,8,44,25,10,12,50,42,107,19,26,46,9,8,2,24,10,14,5,5,2,9,11,4,57,4,9,13,20,10,13,82,3,12,1,14,45,25,66,14,6,4,16,59,9,6,21,76,18,6,46,15,1,15,22,3,24,11,7,11,32,5,39,10,3,6,44,35,3,32,54,9,21,133,4,39,12,2,13,18,15,1,16,11,16,6,15,7,4,12,12,4,4,8,34,12,30,35,60,4,14,75,51,50,14,14,15,11,27,29,35,30,11,3,10,10,11,8,89,4,6,36,61,28,6,25,4,17,27,8,3,14,2,17,38,41,14,27,14,19,38,44,30,28,6,9,3,26,22,18,17,20,16,2,3,15,14,23,21,7,1,9,4,6,7,6,18,17,19,21,13,20,56,52,27,35,42,16,1,2,2,3,1,2,2,4,1,2,1,1,1,1,3,2,1,4,4,3,3,17,45,27,17,17,20,56,33,100,49,21,11,3,70,13,42,24,30,15,15,72,74,8,45,1,30,33,38,8,2
TOUGH,24,17,17,10,7,5,7,16,138,87,76,77,13,54,38,1,8,24,17,14,1,17,13,25,6,29,4,1,5,20,19,51,26,4,31,2,73,60,4,15,31,108,67,12,24,35,40,9,30,30,2,15,8,7,2,10,20,34,39,2,28,35,30,58,1,3,8,2,8,8,3,5,2,5,2,1,5,8,9,1,1,27,35,28,37,9,7,14,7,9,9,7,16,10,12,4,48,20,9,51,3,14,29,15,106,12,11,34,5,37,48,9,67,35,27,38,35,51,2,26,4,6,17,3,3,29,9,37,25,32,5,16,8,6,25,13,2,50,112,107,19,26,46,3,8,2,24,10,14,5,5,2,29,15,4,57,7,9,10,20,10,1,82,3,12,6,14,45,25,66,14,25,1,1,12,9,6,46,3,18,12,46,15,9,15,22,14,24,11,7,11,32,5,39,10,4,6,44,35,7,32,54,9,21,31,34,39,12,2,28,38,29,6,26,11,16,8,15,7,4,12,12,3,4,8,34,2,30,35,60,4,14,75,51,50,14,14,15,35,27,9,35,30,11,3,10,2,11,8,89,4,34,36,61,28,6,25,8,17,2,22,3,14,2,22,38,41,14,27,14,19,38,44,30,28,6,9,21,26,22,18,3,20,16,22,13,15,14,23,21,7,7,9,4,1,7,6,4,17,19,21,13,20,56,16,27,35,42,2,2,1,1,3,1,2,2,4,2,2,2,1,1,2,3,2,2,4,4,1,16,17,45,27,17,17,20,56,10,14,49,21,11,4,11,16,42,24,30,15,2,72,74,16,45,9,30,33,38,2,2
TOXIC,12,12,12,10,15,17,11,7,9,8,12,17,12,11,8,4,5,7,13,20,20,6,12,6,5,3,6,5,2,11,5,7,19,32,36,13,51,43,22,8,38,77,16,31,14,11,40,9,30,129,67,62,40,12,34,4,10,34,89,66,66,82,73,128,11,26,33,17,31,34,62,7,34,29,22,17,86,109,94,13,20,83,48,23,64,5,5,22,14,103,74,17,48,42,50,4,21,14,21,60,5,18,4,5,76,3,5,34,11,13,107,19,43,22,36,10,35,51,12,7,13,10,17,7,6,29,18,37,26,70,11,63,26,22,62,14,14,44,10,11,23,19,50,22,4,6,24,5,14,8,7,9,34,41,15,135,14,42,9,64,27,9,54,22,7,2,37,45,54,12,14,3,15,28,13,18,14,18,60,5,7,33,8,4,27,5,15,95,54,36,2,32,12,39,4,10,11,101,81,13,15,122,44,42,133,15,61,22,16,5,18,15,5,16,12,18,12,39,12,9,26,33,20,9,89,40,10,30,34,55,2,2,57,49,43,74,74,75,13,30,24,27,30,30,14,53,38,42,47,89,14,11,36,36,28,7,25,16,66,27,4,11,14,8,11,40,38,14,21,5,8,38,44,30,28,9,55,5,29,28,18,18,22,14,5,4,15,14,23,21,12,5,41,32,25,29,21,35,51,57,48,63,16,48,33,51,35,42,58,4,7,4,4,2,6,6,9,2,4,2,3,4,1,1,3,2,6,2,3,11,4,30,13,21,5,6,13,35,17,31,9,4,11,26,19,58,26,46,41,15,52,62,9,43,5,37,33,38,15,12
TOXIN,47,31,32,45,105,74,17,33,13,5,42,37,11,12,38,14,5,3,96,68,18,1,13,4,8,2,29,23,2,20,2,6,20,32,36,13,51,43,22,28,38,77,33,20,6,35,40,9,4,129,29,27,40,19,34,4,10,34,89,14,26,16,73,128,11,26,33,6,31,34,62,5,34,29,22,59,86,109,94,13,20,83,48,23,64,30,5,22,14,103,74,32,25,42,50,38,24,13,21,60,3,9,2,27,76,2,5,34,11,31,107,6,29,22,36,14,19,4,12,7,7,13,17,4,1,29,18,37,59,70,22,63,26,18,62,31,14,44,12,6,15,20,50,22,4,4,24,5,14,8,3,9,77,75,60,135,32,42,4,64,27,6,13,14,5,4,13,2,57,2,14,2,15,28,6,13,14,47,60,5,29,26,3,24,27,5,70,95,24,36,2,32,24,39,4,24,11,101,81,28,15,122,44,42,133,54,61,22,16,2,38,29,7,26,12,17,35,39,12,9,6,33,56,4,89,40,10,30,34,55,2,2,57,49,43,74,74,28,29,30,20,21,30,30,14,53,22,20,47,89,14,34,36,21,16,5,17,28,43,27,2,11,14,8,24,40,38,14,19,5,8,38,44,30,2,9,25,26,29,28,18,10,12,7,22,3,15,7,23,21,12,36,41,32,7,9,7,16,51,57,12,63,16,48,22,51,2,42,25,3,7,3,3,2,6,6,9,1,4,1,1,4,1,1,3,1,6,2,3,12,2,14,2,3,2,2,8,16,17,23,9,4,28,20,49,58,19,46,41,15,52,62,31,43,27,37,33,38,9,12
TULIP,47,17,12,98,47,2,30,31,13,5,22,20,16,17,34,10,3,34,16,1,11,15,58,9,73,6,40,32,5,26,2,11,10,32,36,13,4,4,3,25,38,77,18,13,1,30,29,3,37,21,13,16,12,24,90,12,3,5,3,7,18,19,20,27,10,20,5,2,36,27,9,41,5,90,1,5,2,14,2,4,4,22,5,9,11,30,7,3,6,5,23,27,10,10,11,8,14,39,11,4,18,1,3,27,76,14,15,6,7,4,4,4,43,37,36,94,23,103,3,2,20,15,10,5,4,11,9,36,5,2,10,2,3,8,11,31,14,5,12,11,23,7,50,20,14,16,65,5,43,3,5,9,14,22,6,21,21,10,2,16,7,9,54,22,17,21,4,5,21,50,3,1,6,5,36,9,6,8,11,1,9,8,3,4,5,1,3,1,3,2,2,1,22,12,1,7,2,3,1,5,1,1,1,1,23,4,1,1,3,26,62,4,6,27,12,18,54,68,11,6,46,39,33,3,42,39,10,4,4,55,19,22,57,12,2,13,9,30,19,14,13,16,1,23,6,1,9,13,13,21,14,58,52,36,5,4,39,25,29,59,4,14,28,9,8,11,2,1,7,1,1,31,28,10,25,3,10,26,29,6,3,18,22,14,31,5,1,19,9,2,8,15,17,1,7,10,5,2,3,3,13,9,16,13,33,51,72,6,24,3,7,4,4,4,1,6,1,1,4,1,1,2,1,1,1,1,6,5,3,16,1,4,5,1,1,1,1,2,4,14,9,3,40,26,49,58,26,46,7,15,5,12,27,8,27,37,40,122,14,9
TUNIC,12,12,12,8,8,9,2,4,9,8,12,17,7,7,8,4,3,9,7,9,5,10,22,1,1,1,7,9,1,24,1,4,4,32,36,13,51,43,22,6,38,77,16,20,6,11,66,12,43,49,15,14,20,18,90,12,9,69,18,1,6,6,20,27,10,32,33,6,92,65,62,19,67,90,1,5,14,14,16,4,4,83,48,49,64,5,7,42,19,24,23,1,3,10,11,1,21,10,70,60,5,1,2,5,76,4,15,83,7,3,16,1,6,37,36,6,37,44,12,7,2,11,30,5,5,72,13,71,7,12,1,20,4,18,62,5,14,44,10,5,2,2,50,37,14,1,65,5,43,6,4,9,6,8,1,21,1,10,1,16,7,6,6,2,13,2,1,35,57,16,6,1,6,5,18,12,27,18,60,13,6,6,1,4,27,15,8,35,14,19,4,72,18,113,2,8,8,22,17,1,3,23,9,4,133,3,5,1,3,6,42,38,2,25,12,17,13,68,11,6,33,39,4,5,42,40,10,30,34,55,19,22,57,49,43,31,31,18,13,30,20,21,59,44,6,20,16,15,27,89,14,13,52,21,38,2,26,2,9,59,2,14,28,9,11,40,38,14,19,5,7,75,81,59,43,5,15,5,29,28,18,10,12,7,2,1,31,8,30,34,8,3,17,16,9,9,5,2,12,13,7,9,16,48,22,51,48,90,19,4,7,3,3,1,1,6,9,1,4,1,1,2,1,1,1,1,6,5,3,1,1,3,3,1,1,1,2,3,17,6,9,3,8,20,19,58,19,46,107,15,52,62,6,43,5,37,71,122,13,9
TWIST,40,30,30,98,105,74,71,31,62,44,35,33,17,14,88,17,0,10,96,68,57,62,58,78,73,57,61,48,0,52,52,41,28,32,36,0,51,43,22,25,25,77,28,18,0,68,5,0,10,129,67,62,11,36,90,0,64,69,89,66,66,82,7,128,0,34,7,0,92,3,62,35,67,90,0,59,86,109,94,12,21,14,48,49,64,30,0,42,19,103,60,81,48,36,5,38,32,26,70,60,0,0,56,27,76,0,0,83,0,37,107,26,43,2,36,94,69,13,0,0,22,28,30,45,42,72,3,12,59,70,45,48,19,21,62,29,0,44,57,40,23,24,5,52,0,16,4,29,43,0,0,17,77,67,60,135,64,43,35,45,22,0,54,22,3,21,37,45,54,37,45,34,0,27,5,33,27,47,60,0,20,33,13,24,27,0,70,95,54,9,0,72,88,113,0,46,28,101,81,54,66,122,32,42,133,40,42,0,18,2,21,17,0,3,0,4,14,17,0,0,2,1,15,0,9,15,0,8,9,6,5,6,6,7,6,16,16,17,7,6,6,5,18,4,3,10,14,15,9,19,3,16,7,5,18,0,2,17,16,11,7,3,2,3,7,6,8,0,6,0,7,16,17,18,18,0,12,5,4,5,0,5,5,0,6,2,4,2,5,5,0,9,8,6,8,9,0,6,8,10,12,8,0,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24,32,15,0,25,60,24,42,31,0,0,57,35,6,5,4,1,6,0,6,7,4,5,3,3,6,7,39,16
